category,date,description,name,picture,price
Kühlung & Tiefkühlkost,2022-03-21,Besonders milder GeschmackIn Scheiben250-g-Packung,"
                        Meine Käsetheke Wilstermarsch 250g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210502,"
				€ 1,99
			"
Nahrungsmittel,2022-03-21,Je 250-g-PackungFeiner PuderzuckerZum Backen und Dekorieren,"
                        DIAMANT Puderzucker 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202009200092,"
				€ 0,29
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 450-g-PackungNettogewicht = Abtropfgewicht = 450-g-PackungWildfangEinzeln entnehmbar,"
                        GOURMET FINEST CUISINE Zanderfilets 450 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111190916,"
				€ 4,49
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 125-g-PackungVersch. Sorten:
	","
                        MEINE METZGEREI Aufschnitt 125 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101110619,"
				€ 1,09
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 100-g-PackungGeschält und gekocht,"
                        GOURMET Premium-Garnelen 100 g
                    ",https://s7g10.scene7.com/is/image/aldi/202011180180,"
				€ 2,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 100-g-PackungSchweizer SchnittkäseFromage de Bellelay,"
                        GOURMET Tête de Moine 100 g
                    ",https://s7g10.scene7.com/is/image/aldi/202011180067,"
				€ 3,59
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 200-g-PackungDLG-prämiert,"
                        GUT BIO Bio Körniger Frischkäse 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202203110731,"
				€ 0,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je StückGanzes frisches HähnchenHKL AFrischfleisch,"
                        GUT BIO Bio-Landhendl 1 kg
                    ",https://s7g10.scene7.com/is/image/aldi/202112100307,"
				€ 9,49
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 100-g-Packung,"
                        GUT BIO Bio-Baconwürfel 100 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150246-1,"
				€ 1,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 80-g-Packung,"
                        GUT BIO Bio-Schinkenwürfel 80 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150237-1,"
				€ 1,99
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 500-g-BecherVerschiedene Sorten:
	Hergestellt mit feinster Biomilch aus SüddeutschlandCremig und erfrischendAuch mit Früchten ein GenussPrima geeignet für Joghurt-Mischgetränke","
                        GUT bio Bio-Joghurt mild 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202009200232,"
				€ 0,89
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 80-g-PackungGUT BIO: Bio-Vielfalt, die ständig wächst: Unsere Marke für beste Bio-Qualität aus kontrolliert ökologischer Erzeugung. Mit über 450 Bio-Produkten im Jahr, Tendenz steigend","
                        GUT BIO Bio-Garnelen 80 g
                    ",https://s7g10.scene7.com/is/image/aldi/202201140106,"
				€ 2,29
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 390-g-Packung,"
                        MEINE KUCHENWELT Mini-Kuchensnack 390 g
                    ",https://s7g10.scene7.com/is/image/aldi/202201310879,"
				€ 1,59
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 208-g-Packung8 Stück,"
                        MEINE KUCHENWELT Frischei-Waffeln 208 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112020090,"
				€ 0,89
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 500-g-Packung,"
                        KNUSPERONE Cornflakes 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111260077,"
				€ 0,99
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 250-g-Packung12 Stück,"
                        MEINE KUCHENWELT Frischei-Waffeln 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112020095,"
				€ 0,89
			"
Kaffee & Tee,2022-03-21,50 % kalorienreduziert gegenüber anderen Zitronen-TeegetränkenIdeal für FigurbewussteMit intensivem ZitronengeschmackKalt und heiß ein echter HochgenussAuch mit Eiswürfeln leckerIn Deutschland hergestellt400-g-Dose,"
                        Zitronen Teegetränk 50% kalorienreduzierung 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210015-1,"
				€ 1,59
			"
Kaffee & Tee,2022-03-21,Je 1-kg-Packung,"
                        LAVAZZA Caffè Crema Classico ganze Bohne 1 kg
                    ",https://s7g10.scene7.com/is/image/aldi/202106240016,"
				€ 14,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 3 x 30 g = 90-g-Packung,"
                        GOURMET Ziegenfrischkäse im Speckmantel 90 g
                    ",https://s7g10.scene7.com/is/image/aldi/202011060054,"
				€ 1,89
			"
Kaffee & Tee,2022-03-21,Je 1-kg-Packung,"
                        Lavazza Crema e Aroma ganze Bohne 1 kg
                    ",https://s7g10.scene7.com/is/image/aldi/202106240017,"
				€ 14,99
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 100-g-PackungVersch. Sorten:
	","
                        MEINE METZGEREI Aufschnitt 100 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101110620,"
				€ 0,99
			"
Kaffee & Tee,2022-03-21,"Je 1,5-l-FlascheVersch. Sorten:
	","
                        Westminster Eistee 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202101270078,"
				€ 0,49
			"
Getränke,2022-03-21,"Je 750-ml-FlascheRIO D‘ORO®: Viel Frucht in großer Auswahl. Köstliche Klassiker, heimische Landfrüchte und Exotisches aus fernen Ländern: Mit RIO D‘ORO® kommt saftige Abwechslung in den AlltagVersch. Sorten:
	","
                        RIO D’ORO® Premium Smoothie 750 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202201240114,"
				€ 2,59
			"
Getränke,2022-03-21,Je 500-ml-Packung,"
                        SCHNEEKOPPE Bio-Gemüsesaft 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202112130851,"
				€ 0,85
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 144-g-Packung,"
                        GOURMET FINEST CUISINE Macarons 144 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202010032,"
				€ 3,49
			"
Getränke,2022-03-21,"Je 1-l-FlaschePremium-DirektsaftRIO D‘ORO®: Viel Frucht in großer Auswahl. Köstliche Klassiker, heimische Landfrüchte und Exotisches aus fernen Ländern: Mit RIO D‘ORO® kommt saftige Abwechslung in den Alltag","
                        RIO D’ORO® Orangendirektsaft 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202201240109,"
				€ 1,59
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 6er-Packung,"
                        Mucci Waffelhörnchen 6 x 120 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202105101003,"
				€ 1,39
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 250-g-PackungDLG-prämiertVersch. Sorten:
	","
                        GUT DREI EICHEN Landleberwurst 250g
                    ",https://s7g10.scene7.com/is/image/aldi/202203110728,"
				€ 1,29
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 300-g-Packung,"
                        GUT DREI EICHEN Nürnberger Rostbratwürste 300 g
                    ",https://s7g10.scene7.com/is/image/aldi/202203070142,"
				€ 2,79
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 250-g-Packung,"
                        GUT DREI EICHEN Nürnberger Rostbratwürste 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202203070125,"
				€ 2,79
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 250-g-PackungFrischer EiernudelteigVersch. Sorten:
	","
                        GOURMET FINEST CUISINE Frische Pasta 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111020697,"
				€ 1,79
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Köstliche WeizensoftbrötchenOptimal für klassische oder vegetarische HamburgerLeicht durchzuschneiden und zu erwärmen6 Stück300-g-Packung,"
                        Goldähren Hamburger-Brötchen 300 g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210409,"
				€ 0,79
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 450-g-Packung,"
                        GOLDÄHREN Zwieback 450 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111260085,"
				€ 1,39
			"
"Brot, Aufstrich & Cerealien",2022-03-21,"Je 320-PackungVersch. Sorten:
	","
                        GUT BIO Bio-Brötchen 320 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202250619,"
				€ 1,59
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 360-Packung,"
                        GUT BIO Bio-Brötchen Krustenspitz 360 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202250618,"
				€ 1,59
			"
"Brot, Aufstrich & Cerealien",2022-03-21,"Knusprig und schokoladigVielseitig zum Frühstück servierbarSchmeckt hervorragend mit Milch, Fruchtsäften, Joghurt und frischen Früchten750-g-Packung","
                        Knusperone Schoko CHiPS 750g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210302,"
				€ 1,99
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 400-g-Packung,"
                        GOLDÄHREN Dinkelschnitte 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112220045,"
				€ 1,19
			"
Nahrungsmittel,2022-03-21,Je 500-g-Packung,"
                        Tress Original Hausmacher Nudeln 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202106160027,"
				€ 2,49
			"
Kaffee & Tee,2022-03-21,1-kg-PackungGanze BohneBio-Kaffee aus fairem Handel,"
                        AMAROY Bio-Fairtrade Caffè Crema 1 kg
                    ",https://s7g10.scene7.com/is/image/aldi/202203070074,"
				€ 10,49
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 300-g-Packung2 Stück,"
                        Goldähren Baguettes 300 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101270219,"
				€ 0,45
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je Stück,"
                        Laugenzopf mit Käse
                    ",https://s7g10.scene7.com/is/image/aldi/202112150042,"
				€ 0,49
			"
Getränke,2022-03-21,"Je 0,75-l-FlascheRindfleisch oder Pasta16 – 18 °C95 Punkte im Luca Maroni TastingGold 25. Berliner Wein TrophyUnder the Patronage of the OIV","
                        Fuga Primitivo Puglia IGP 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202203070231,"
				€ 4,99
			"
Getränke,2022-03-21,"Je 0,75-l-Flasche","
                        MARQUIS DE BEAUCEL Crémant d’Alsace AC 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202108170069,"
				€ 6,99
			"
Getränke,2022-03-21,"Je 1,5-Liter","
                        Volvic Naturelle 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202109280097,"
				€ 0,89
			"
Getränke,2022-03-21,"Je 0,75-l-FlascheRebsorte: Grüner VeltlinerGeschmacksrichtung: TrockenHerkunft: Niederösterreich, ÖsterreichQualitätswein aus NiederösterreichGrüner Veltliner mit einem intensiven Fruchtspiel, eleganter Mineralität und saftiger TexturAus dem Traditionshaus Baumgartner","
                        2020 Grüner Veltliner Reserve 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110280003,"
				€ 3,99
			"
Getränke,2022-03-21,"Je 1-l-FlascheGeschmacksrichtung: SüßAromatisiertes, weinhaltiges Getränk","
                        Glühwein 1l 
                    ",https://s7g10.scene7.com/is/image/aldi/202110010184,"
				€ 0,99
			"
Nahrungsmittel,2022-03-21,Je 240-g-Packung,"
                        MEIN VEGGIE TAG The Wonder Cevapcici 240 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112150064,"
				€ 2,49
			"
Getränke,2022-03-21,"Je 0,75-l-FlascheAusbau im EichenfassRundes und elegantes GeschmackserlebnisGILBERT & GAILLARD International Challenge 2021: GOLD: ","
                        HOPE 2021 Chardonnay 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202010059,"
				€ 4,99
			"
Getränke,2022-03-21,"Je 0,5-l-DoseAb 16 Jahren","
                        PAULANER Münchener Helles 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202110250048,"
				€ 0,79
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je Stück,"
                        GOLDÄHREN Weltmeister-Chia-Brötchen
                    ",https://s7g10.scene7.com/is/image/aldi/202112150043,"
				€ 0,29
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 300-g-PackungIn Scheiben,"
                        MEINE KÄSETHEKE Gouda, mittelalt 300 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150355,"
				€ 1,99
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 8er-PackungVersch. Sorten:
	","
                        MUCCI Eis Sandwich 8 x 90 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202105101047,"
				€ 1,39
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 360-g-Packung,"
                        SNACKTIME Sushi Mahlzeit 360 g
                    ",https://s7g10.scene7.com/is/image/aldi/202201190183,"
				€ 5,79
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 220-g-Packung,"
                        REHM Ofen-Fleischkäs’ 220 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150281-1,"
				€ 2,49
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 240-g-Packung,"
                        TANNENHOF Geräucherte Bauernwürste 240 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150274,"
				€ 2,59
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 500-g-GlasFairtrade-zertifiziert und von Fairtrade-Produzenten geerntetCremig gerührt und streichzart,"
                        FAIR Fairtrade Blütenhonig 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202105070031,"
				€ 3,99
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Flüssig und streichfähigIdeal zur Verwendung in Tee oder als Aufstrich500-g-Glas,"
                        Goldland Bienenhonig Flüssig 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210320,"
				€ 2,69
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 375-g-Packung,"
                        GOLDÄHREN Kleiner Sandwichtoast Dinkel 375 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112160410,"
				€ 0,99
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 375-g-Packung,"
                        GOLDÄHREN Kleiner Sandwichtoast 375 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112160411,"
				€ 0,69
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Verschiedene Sorten:Für den knackigen Start in den Tag oder einfach für zwischendurchSchmeckt mit Milch und im Joghurt besonders gut1.000-g-Packung,"
                        Knusperone Früchte Müsli Vollkorn 1000 g
                    ",https://s7g10.scene7.com/is/image/aldi/202009200200,"
				€ 1,59
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Geschnittenes Toastbrot aus VollkornmehlVollwertiger und bekömmlicher GenussMit Ballaststoffen500-g-Packung,"
                        Goldähren Vollkorntoast 500 g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210407,"
				€ 0,79
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 250-g-Packung,"
                        GOLDÄHREN Knäckebrot 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112130832,"
				€ 0,69
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 400-g-Packung,"
                        BURNERS Die Feuerwurst 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202150272-1,"
				€ 3,29
			"
Getränke,2022-03-21,"Merlot – eine der weltweit beliebtesten Rebsorten aus dem Süden des traditionsreichen Weinlands FrankreichAromen dunkler Beerenfrüchte, eingebunden in sanfte Tannine, harmonisch und ungekünstelt – immer passend!Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: trockenAnbaugebiet: Pays d'OcHerkunft: Frankreich","
                        Merlot Pays d´Oc IGP 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210040-1,"
				€ 1,99
			"
Getränke,2022-03-21,"Je 0,33-l-Dose","
                        PAULANER Spezi 0,33 l
                    ",https://s7g10.scene7.com/is/image/aldi/202108170080,"
				€ 0,69
			"
Getränke,2022-03-21,"Ein kräftiger sizilianischer Rotwein, der aus den gebietstypischen Nero d'Avola-Trauben und der Rebsorte Merlot gewonnen wird.Veredelt wird dieser elegante Wein durch Ausbau im Eichenholzfass.Er überzeugt durch Walderdbeernoten, die hervorragend mit den Gewürznoten im Einklang stehen.Dazu passen schmackhafte Gerichte mit Fleisch, Gemüse und gegrilltem Fisch.Weinstil: Rotwein stillTrinktemperatur: 18 °CGeschmack: trocken","
                        Giacondi Nero D'Avola Merlot DOC 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210077,"
				€ 2,29
			"
Getränke,2022-03-21,"Je 0,75-l-Flasche","
                        RAMON LOPEZ MURILLO 2016 Rioja Reserva DOCa 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202112020050,"
				€ 4,99
			"
Getränke,2022-03-21,"Je 0,33-l-Dose","
                        BREWDOG Zwickel Helles 0,33 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202150377,"
				€ 0,99
			"
Getränke,2022-03-21,"Je 0,75-l-Flasche87+ Punkte im falstaff Tasting 2022","
                        OHH! POITOU Sauvignon blanc AOP 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202010067,"
				€ 5,49
			"
Getränke,2022-03-21,"Je 0,75-l-FlascheHerkunft: RheinhessenGeschmacks: Trocken","
                        Günther Jauch Weißburgunder Chardonnay QbA 2020 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202107120088,"
				€ 4,99
			"
Getränke,2022-03-21,Je 500-ml-Dose,"
                        KARLSBERG Pils Alkoholfrei 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202112080013-1,"
				€ 0,75
			"
Getränke,2022-03-21,"Je 0,75-l-Flasche87 Punkte im falstaff Tasting 2021","
                        TAUSENDFARBEN 2021 Rosé Cuvée QbA 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202010034,"
				€ 4,49
			"
Getränke,2022-03-21,Je 500-ml-Dose,"
                        Gude Bier 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202106100059,"
				€ 0,89
			"
Getränke,2022-03-21,"Je 0,5-l-Flasche","
                        New Western Dry Gin 0,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202109070018,"
				€ 29,99
			"
Getränke,2022-03-21,Je 700-ml-Flasche,"
                        Applepitsch 700 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202112080010-1,"
				€ 5,99
			"
Getränke,2022-03-21,Je 500-ml-Dose,"
                        Hoepfner Pilsner 500 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202106100058,"
				€ 0,89
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 330-g-Packung,"
                        SNACKTIME Sushi Mahlzeit 330 g
                    ",https://s7g10.scene7.com/is/image/aldi/202201190184,"
				€ 5,79
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 2 x 390 g  = 780-g-PackungNUTRI-SCORE: B,"
                        PIZZ’AH Pizzeria Pizza Spinaci 780 g
                    ",https://s7g10.scene7.com/is/image/aldi/202201170159,"
				€ 2,49
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 100-g-Packung,"
                        ALMARE Lachsforelle 100 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112070000,"
				€ 2,19
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Verschiedene Sorten:Köstliche Kekse aus SchokoladenmürbeteiggebäckBei Kindern und Erwachsenen beliebt225-g-Packung,"
                        Meine Kuchenwelt Premium Cookies 225g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210003-1,"
				€ 1,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 125-g-Packung,"
                        REMAGEN Opa Jupps Pfännchen-Frikadelle 125 g
                    ",https://s7g10.scene7.com/is/image/aldi/202108170084,"
				€ 1,09
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 250-g-Packung,"
                        MILSANI Speisequark 40 % 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202010044,"
				€ 0,55
			"
Getränke,2022-03-21,Je 330-ml-Dose,"
                        Red Bull 330 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202104270052,"
				€ 1,59
			"
Kühlung & Tiefkühlkost,2022-03-21,"Je 150-ml-FlascheRIO D‘ORO®: Viel Frucht in großer Auswahl. Köstliche Klassiker, heimische Landfrüchte und Exotisches aus fernen Ländern: Mit RIO D‘ORO® kommt saftige Abwechslung in den Alltag","
                        RIO D’ORO® Bio-Shot 150 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202201240117,"
				€ 0,99
			"
"Brot, Aufstrich & Cerealien",2022-03-21,"Je 150-g-PackungVersch. Sorten:
	","
                        WONNEMEYER Brotaufstrich 150 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112150049,"
				€ 0,89
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 250-g-Packung,"
                        GOLDÄHREN Eiweißbrot 250 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112130849,"
				€ 1,29
			"
"Brot, Aufstrich & Cerealien",2022-03-21,"Je 750-g-PackungVersch. Sorten: 
	","
                        GUT bio Steinofenbrot 750 g
                    ",https://s7g10.scene7.com/is/image/aldi/202101270170,"
				€ 1,79
			"
"Brot, Aufstrich & Cerealien",2022-03-21,"100% ZuckerrübeIdeal als Brotaufstrich, zum Backen und Kochen450-g-Becher","
                        Grafschafter Goldsaft 450 g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210668,"
				€ 1,49
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Weizenmehltoast in Scheiben geschnittenZum Rösten oder für die Zubereitung köstlicher SandwichesGroße Scheiben im American StyleHergestellt in Deutschland750-g-Packung,"
                        Goldähren Weizen-Sandwichtoast 750 g
                    ",https://s7g10.scene7.com/is/image/aldi/202012110257,"
				€ 1,19
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Geschnittenes Toastbrot aus dem vollen KornAusgewogen und lecker im GeschmackGroße Scheiben im American Style750-g-Packung,"
                        Goldähren Vollkorn Sandwichtoast 750 g
                    ",https://s7g10.scene7.com/is/image/aldi/202008210846,"
				€ 1,19
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 400-g-PackungMit 25 % ÖlsaatenOhne Mehl und ohne Hefe,"
                        GOLDÄHREN Das Pure 400 g
                    ",https://s7g10.scene7.com/is/image/aldi/202111260046,"
				€ 1,69
			"
Getränke,2022-03-21,"Je 0,7-l-Flasche","
                        ZARANOFF Wodka 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202150290,"
				€ 4,99
			"
Kühlung & Tiefkühlkost,2022-03-21,Je 150-g-PackungCUCINA NOBILE: Unsere Marke für traditionellen italienischen Genuss nach Original-Rezepten,"
                        CUCINA NOBILE Mortadella Bologna g. g. A. 150 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112220057,"
				€ 1,99
			"
Getränke,2022-03-21,Je 330-ml-Dose,"
                        Coca-Cola® 330 ml
                    ",https://s7g10.scene7.com/is/image/aldi/202110190024,"
				€ 0,75
			"
Getränke,2022-03-21,"Je 0,75-l-FlascheAusgesuchte Weine sowie die hohe Kunst des Kellermeisters prägen den Charakter dieses SchaumweinesDas elegante Prickeln verdankt der französische Crémant von der Loire der traditionellen Gärung in der FlascheEin perlender Genuss mit fruchtigen und mineralischen AnklängenAls Aperitif und perfekt zu Fisch und MeeresfrüchtenWeinstil: SchaumweinTrinktemperatur: 6 – 8 °C","
                        MARQUIS DE BEAUCEL Crémant De Loire AC 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202010019,"
				€ 5,99
			"
Getränke,2022-03-21,"Je 0,75-l-Flasche","
                        Prosecco Superiore Spumante Valdobbiadene DOCG 0,75 l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210802,"
				€ 5,49
			"
Getränke,2022-03-21,"Je 1,5-l-FlascheVersch. Sorten:
	","
                        Quellbrunn Aqua Plus 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202101270059,"
				€ 0,39
			"
Getränke,2022-03-21,"Je 1,5-l-FlascheKöstliches Erfrischungsgetränk für Kinder und ErwachseneMit Kohlensäure versetztIntensiver Apfelgeschmack60 % FruchtgehaltFür den großen Durst","
                        WIESGART Apfelschorle 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202110060096,"
				€ 0,85
			"
Getränke,2022-03-21,"Je 1,5-l-FlascheQualität aus DeutschlandQUALITÄT AUS DER HEIMAT.","
                        QUELLBRUNN Natürliches Mineralwasser 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202203180000,"
				€ 0,25
			"
Getränke,2022-03-21,Halbtrockener Weißwein vom Atlantik – einfach Meer erleben.Weinstil: Weißwein stillTrinktemperatur: 8 – 10 °CGeschmack: halbtrockenAnbaugebiet: AtlantiqueHerkunft: FrankreichRebsorte: Sauvignon Blanc,"
                        Sauvignon Blanc Atlantique IGP 0,75l
                    ",https://s7g10.scene7.com/is/image/aldi/202009080457,"
				€ 2,49
			"
Getränke,2022-03-21,"Je 1,5-l-FlascheDer erfrischende DurstlöscherBesonders spritzigMit KohlensäureAus Deutschland","
                        Quellbrunn Natürliches Mineralwasser Classic 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202203170057,"
				€ 0,25
			"
Getränke,2022-03-21,"Je 1,5-l-Flasche","
                        FLIRT Orange Zero/Zitrone Zero 1,5 l
                    ",https://s7g10.scene7.com/is/image/aldi/202202220497,"
				€ 0,45
			"
Getränke,2022-03-21,Je 1-l-Flasche,"
                        Rhh./Pfalz Dornfelder Spätburgunder 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202106250465,"
				€ 2,19
			"
Getränke,2022-03-21,"Je 1-l-PackungRIO D‘ORO®: Viel Frucht in großer Auswahl. Köstliche Klassiker, heimische Landfrüchte und Exotisches aus fernen Ländern: Mit RIO D‘ORO® kommt saftige Abwechslung in den AlltagVersch. Sorten:
	","
                        RIO D’ORO® Direktsaft Premium 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202201240083,"
				€ 1,39
			"
Getränke,2022-03-21,"Je 1-l-PackungRIO D‘ORO®: Viel Frucht in großer Auswahl. Köstliche Klassiker, heimische Landfrüchte und Exotisches aus fernen Ländern: Mit RIO D‘ORO® kommt saftige Abwechslung in den AlltagVersch. Sorten:
	","
                        RIO D‘ORO® Mehrfruchtdirektsaft 1 l
                    ",https://s7g10.scene7.com/is/image/aldi/202201240080,"
				€ 1,39
			"
"Brot, Aufstrich & Cerealien",2022-03-21,"Je 162-g-PackungJe 9 StückVersch. Sorten:
	","
                        MEINE KUCHENWELT Mini-Donuts 162 g
                    ",https://s7g10.scene7.com/is/image/aldi/202202240002,"
				€ 1,79
			"
Getränke,2022-03-21,"Je 0,7-l-FlascheHergestellt aus exklusiven Kräutern, Wurzeln und GewürzenAromatischer und zugleich milder GeschmackAus ItalienSchmeckt herrlich pur, auf Eis oder gemixt als Longdrink30 % vol.Ab 18 Jahren","
                        ROMANZINI Amaro Kräuterlikör 0,7 l
                    ",https://s7g10.scene7.com/is/image/aldi/202008210021-1,"
				€ 5,49
			"
"Brot, Aufstrich & Cerealien",2022-03-21,Je 200-g-Packung4 Stück zum AufbackenMit 17% Butter,"
                        MEINE KUCHENWELT Butter-Croissants 200 g
                    ",https://s7g10.scene7.com/is/image/aldi/202112020064,"
				€ 0,99
			"
