description,name,price
"Je 500-g-BecherVerschiedene Sorten:
	Hergestellt mit feinster Biomilch aus SüddeutschlandCremig und erfrischendAuch mit Früchten ein GenussPrima geeignet für Joghurt-Mischgetränke","
                        GUT bio Bio-Joghurt mild 500 g
                    ","
				€ 0,89
			"
Je 150-g-Packung,"
                        GUT DREI EICHEN Herzhafte Edelsalami 150 g
                    ","
				€ 1,39
			"
Je 100-g-Packung,"
                        Gut Drei Eichen Schweinebraten/ Krustenschinken 100 g
                    ","
				€ 1,19
			"
Je 150-g-Packung,"
                        Gut Drei Eichen Bierschinken 150 g
                    ","
				€ 0,99
			"
"Je 125-g-PackungVerschiedene Sorten:
	Wiederverschließbare Frischhaltebox","
                        HOFBURGER  Ziegenkäse 125 g
                    ","
				€ 1,99
			"
"Je 1.000-g-BeutelVerschiedene Sorten:
	Knusprig-zarte Hackfleischröllchen aus RindfleischIdeal als Grill-Snack oder zu Pfannengerichten mit Reis und GemüseCa. 40 Stück","
                        Jack's Farm Cevapcici 1000 g
                    ","
				€ 5,59
			"
Je 150-g-Packung,"
                        HOFBURGER Ziegenkäse Natur 150g
                    ","
				€ 1,99
			"
"Aus magerem SchweinefleischMit Kochschinken und Gouda gefülltEinzeln entnehmbarKnusprig vorgebraten und schnell servierfertigFür Pfanne, Fritteuse und Backofen4 bis 5 StückTiefgekühlt","
                        Jack's Farm Cordon Bleu 670 g
                    ","
				€ 4,29
			"
"Je 400-g-PackungVersch. Sorten:
	","
                        GUT DREI EICHEN Bayerischer Leberkäs 400 g
                    ","
				€ 2,79
			"
Je 350-g-Packung,"
                        GUT DREI EICHEN Bayerischer Leberkäs 350 g
                    ","
				€ 2,79
			"
Je 345-g-Packung300 g Weißwurst und 45 g süßer Senf ,"
                        Gut Drei Eichen Münchner Weißwurst mit Senf 345 g
                    ","
				€ 2,29
			"
"Je 80-g-PackungVersch. Sorten:
	","
                        GUT DREI EICHEN Genießer-Schinken 80 g
                    ","
				€ 0,99
			"
"Je 5 x 26 g = 130-g-PackungVersch. Sorten:
	","
                        GUT DREI EICHEN Streich-Minis 130 g
                    ","
				€ 1,19
			"
"Je 60-g-PackungVersch. Sorten:
	","
                        GUT DREI EICHEN Mini-Teller 60 g
                    ","
				€ 0,69
			"
"Je 50-g-PackungVersch. Sorten:
	","
                        GUT DREI EICHEN Mini-Teller 50 g
                    ","
				€ 0,69
			"
Je 500-g-PackungJe 5 x 100 g,"
                        REMAGEN Meisterbratwurst 500 g
                    ","
				€ 3,99
			"
Je 500-g-Packung,"
                        MERL Rheinischer Kartoffelsalat 500 g
                    ","
				€ 1,49
			"
Je 100-g-Packung,"
                        UNSER BAYERN Kasseler 100 g
                    ","
				€ 1,19
			"
Je 750-g-PackungAus frischen Kartoffeln,"
                        LANDFREUDE Kochfertiger Kloßteig 750 g
                    ","
				€ 0,99
			"
Je 400-g-PackungFrischfleischVom SchweinKüchenfertigMariniert,"
                        BBQ Wintersteaks 400 g
                    ","
				€ 2,99
			"
Je 400-g-Packung,"
                        Gut Drei Eichen Wiener Würstchen 400 g
                    ","
				€ 2,59
			"
"Je 320-g-PackungVersch. Sorten:
	","
                        Gut Drei Eichen/Güldenhof Mini-Wiener 320 g
                    ","
				€ 2,19
			"
Je 250-g-Packung,"
                        KERRYGOLD Extra 250 g
                    ","
				€ 2,29
			"
"Je 6 x 0,5-l-Flasche = 3-l-Packung","
                        KARLSKRONE Premium Pilsener, 6er-Packung 3 l
                    ","
				€ 1,79
			"
Je 150-g-PackungMild geräuchertExtra magerServierfertig gewürfelt,"
                        Gut Drei Eichen Schinkenwürfel 150 g
                    ","
				€ 1,79
			"
"Je 400-g-PackungVerschiedene Sorten:
	Aus feinem RindfleischKüchenfertig für die Zubereitung in der Pfanne oder auf dem GrillPerfekt zu Pommes frites und Salat","
                        BBQ Hamburger vom Rind 400 g
                    ","
				€ 2,79
			"
Je 100-g-PackungGeräuchert,"
                        GUT BIO Bio-Bacon 100 g
                    ","
				€ 1,99
			"
"Je 0,75-l-FlascheAusgesuchte Weine sowie die hohe Kunst des Kellermeisters prägen den Charakter dieses SchaumweinesDas elegante Prickeln verdankt der französische Crémant von der Loire der traditionellen Gärung in der FlascheEin perlender Genuss mit fruchtigen und mineralischen AnklängenAls Aperitif und perfekt zu Fisch und MeeresfrüchtenWeinstil: SchaumweinTrinktemperatur: 6 – 8 °C","
                        MARQUIS DE BEAUCEL Crémant De Loire AC 0,75 l
                    ","
				€ 5,99
			"
"Je 0,5-l-Dose","
                        SCHULTENBRÄU Premium Pilsener 0,5 l
                    ","
				€ 0,29
			"
Je 200-ml-Dose,"
                        RAVINI Secco bianco 200 ml
                    ","
				€ 0,69
			"
"Je 6 x 0,5-l-Flasche = 3-l-Packung","
                        KARLSKRONE Gold Bier, 6er-Packung 3 l
                    ","
				€ 1,79
			"
"Je 0,75-l-Flasche88 Punkte im falstaff Tasting 2021","
                        BURLWOOD Cabernet Sauvignon 0,75 l
                    ","
				€ 2,99
			"
"Je 0,7-l-FlascheWusstest du, dass Cognac aus Weißwein gebrannt wird? Die zweijährige Lagerung in Limousin-Eichenholzfässern verleiht ihm ein feines Aroma und weichen Geschmack.Alkoholgehalt: 40.0 % Vol.Herkunft: Frankreich","
                        Arc Royal Cognac V.S. 0,7 l
                    ","
				€ 12,99
			"
"Suchen Sie einen exquisiten Begleiter für besondere Anlässe? Mögen sie den Duft von Himbeeren und Erdbeeren, zart rosé schimmernd im Glas?Hergestellt nach der aufwendigen Methode traditionelle Flaschengärung steht dieser Crémant aus Bordeaux für prickelnde Eleganz.Verwöhnen Sie sich und Ihre Gäste mit dieser Spezialität!Weinstil: SchaumweinTrinktemperatur: 6 – 8 °CGeschmack: brutAnbaugebiet: Bordeaux","
                        Crémant De Bordeaux Rosé Brut 0,75l
                    ","
				€ 5,99
			"
"Je 1,5-l-FlascheVerschiedene Sorten:
	","
                        RIVER Cola Light/Cola Zero 1,5 l
                    ","
				€ 0,45
			"
"Je 0,75-l-FlascheAus Spanien","
                        VINA DEL ASADOR Rioja DOCa Rosado 0,75 l
                    ","
				€ 2,49
			"
"Ein trockener Rotwein aus Italien.Die Rebsorte Merlot ist bekannt und beliebt für ihre Aromenvielfalt.So überzeugt dieser Wein mit Aromen von Kirsche, dunklen Beeren, Pflaumen und einer feinen Kräuterwürze.Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: trockenAnbaugebiet: ","
                        Merlot Vino d'Italia 0,75l
                    ","
				€ 1,79
			"
"Je 0,75-l-FlascheEin Schaumwein darf nur Champagner genannt werden, wenn er aus der französischen Weinbauregion Champagne stammt und die hohen Qualitätsanforderungen erfülltDas elegante Prickeln verdankt der erstklassige Champagner der traditionellen Gärung in der FlascheGewonnen aus Pinot noir, Pinot Meunier, ChardonnayZu feierlichen Anlässen, als Aperitif und zu MeeresfrüchtenEin Tropfen für besondere AnlässeWeinstil: Schaumwein","
                        VEUVE MONSIGNY Champagner AC Brut 0,75 l
                    ","
				€ 12,99
			"
"Je 250-g-PackungVersch. Sorten:
	","
                        Hofburger Reibekäse 250 g
                    ","
				€ 1,59
			"
Je 250-g-Packung,"
                        LYTTOS Käse in Salzlake 250 g
                    ","
				€ 1,19
			"
"Je 360-g-PackungVersch. Sorten:
	","
                        Adler Schwarzwald Würstchenspezialität 360 g
                    ","
				€ 3,99
			"
Je 360-g-Packung,"
                        Adler Schwarzwald Grillspezialität 360 g
                    ","
				€ 3,79
			"
Je 400-g-Packung,"
                        Adler Schwarzwald Würstchenspezialität 400 g
                    ","
				€ 3,99
			"
Je 400-g-Packung,"
                        Adler Schwarzwald Grillspezialität 400 g
                    ","
				€ 3,79
			"
Je 500-ml-Packung,"
                        SCHNEEKOPPE Bio-Gemüsesaft 500 ml
                    ","
				€ 0,85
			"
"Je 190-g-PackungVersch. Sorten:
	","
                        Snack Time Wraps 190 g
                    ","
				€ 1,79
			"
Je 6er-Packung,"
                        Mucci Premium Stieleis Mandel 6 x 120 ml
                    ","
				€ 1,99
			"
Je 6er-Packung,"
                        Mucci Waffelhörnchen 6 x 120 ml
                    ","
				€ 1,39
			"
"Schnittkäse, mind. 50% Fett i. Tr. ","
                        Alpenmark Ziegenkäse 1 kg
                    ","
				€ 12,99
			"
Je 300-g-Packung,"
                        Hofburger Maasdamer 300 g
                    ","
				€ 1,99
			"
"Je 510-ml-PackungJe 3 x 170 mlVersch. Sorten:
	","
                        Mucci Spezialitätenbecher 510 ml
                    ","
				€ 1,29
			"
Je 500g-g-PackungJe 4 Stücke,"
                        Meine Kuchenwelt Donauwellen-Sahne-Schnitte 500 g
                    ","
				€ 2,69
			"
"Je 150-g-PackungVersch. Sorten:
	","
                        GÜLDENHOF Hauchfeiner Aufschnitt 150 g
                    ","
				€ 1,99
			"
"Je 0,33-l-Dose10 % vol.","
                        Statesman Whisky & Cola 0,33 l
                    ","
				€ 1,49
			"
"Je 0,33-l-Dose10 % vol.","
                        Silverstone Rum & Cola 0,33 l
                    ","
				€ 1,49
			"
Je 1-l-FlascheFlasche aus 100 % RezyklatNaturbelassenZertifizerte Bio-QualitätFlasche aus vollständig reyceltem PET8000 Jahre alt100 % rein,"
                        rieser Urwasser 1 l
                    ","
				€ 0,59
			"
Je 250-g-Packung,"
                        GUT bio Bio-Nürnberger Rostbratwürste 250 g
                    ","
				€ 3,49
			"
"Je 1-l-PackungRIO D‘ORO®: Viel Frucht in großer Auswahl. Köstliche Klassiker, heimische Landfrüchte und Exotisches aus fernen Ländern: Mit RIO D‘ORO® kommt saftige Abwechslung in den AlltagVersch. Sorten:
	","
                        RIO D‘ORO® Mehrfruchtdirektsaft 1 l
                    ","
				€ 1,39
			"
Je 250-g-PackungNatur,"
                        GOLDEN SEAFOOD Lachsfilets 250 g
                    ","
				€ 3,99
			"
"Je 0,75-l-FlascheDieser trockene Fairtrade-Wein bringt südafrikanische Lebensfreude ins Glas.Die Rebsorten Shiraz und Pinotage machen ihn zu einem fruchtigen und kräftigen Rotwein.Ein Genuss für Rotwein-Fans!Weinstil: Rotwein stillTrinktemperatur: 16 – 18 °CGeschmack: trocken","
                        African Rock Selection Shiraz Pinotage 0,75 l
                    ","
				€ 2,89
			"
Genuss vom Rande des Gardasees.Der trockene Weißwein aus Italien versetzt Sie in Urlaubsstimmung.Feine Zitrusfrucht und gelbe Früchte bringen italienische Lebensfreude ins Glas.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: trockenAnbaugebiet: Garda,"
                        MARIO COLLINA Chardonnay Garda DOC 0,75l
                    ","
				€ 1,99
			"
"Je 6 x 0,5 LiterVersch. Sorten:
	","
                        KARLSKRONE Fassbrause 6 x 0,5 l
                    ","
				€ 1,99
			"
"Je 0,7-l-FlascheAnis-SpezialitätNach traditioneller RezepturAus GriechenlandGekühlt oder mit Eis besonders zu empfehlenAls Aperitif oder Digestif genießen37,5 % vol.","
                        LYTTOS Ouzo 0,7 l
                    ","
				€ 5,99
			"
"Ein kräftiger sizilianischer Rotwein, der aus den gebietstypischen Nero d'Avola-Trauben und der Rebsorte Merlot gewonnen wird.Veredelt wird dieser elegante Wein durch Ausbau im Eichenholzfass.Er überzeugt durch Walderdbeernoten, die hervorragend mit den Gewürznoten im Einklang stehen.Dazu passen schmackhafte Gerichte mit Fleisch, Gemüse und gegrilltem Fisch.Weinstil: Rotwein stillTrinktemperatur: 18 °CGeschmack: trocken","
                        Giacondi Nero D'Avola Merlot DOC 0,75l
                    ","
				€ 2,29
			"
"Je 150-g-PackungVersch. Sorten:
	","
                        GUT bio Bio-Fruchtquark 150 g
                    ","
				€ 0,59
			"
"Je 150-g-PackungVersch. Sorten: 
	Fruchtiger Bio-Joghurt mit knusprigen Müsli-Topping","
                        GUT bio Bio-Joghurt & Knuspermüsli 150 g
                    ","
				€ 0,65
			"
"Je 6 x 0,5-l-FlascheVersch. Sorten:
	","
                        Ensinger Sport Mineralwasser 3 l
                    ","
				€ 2,49
			"
"Je 0,75-l-Flasche88 Punkte im falstaff Tasting 2021","
                        2020 Pinot Noir Rosé Pays d’Oc IGP 0,75 l
                    ","
				€ 2,69
			"
"Je 0,5-l-DoseAb 16 Jahren40% Bitburger Premium Pils und 60% naturtrübe Zitonenlimonade verleihen dem Radler Naturtrüb seinen erfrischenden GeschmackEs präsentiert sich zitronig-fruchtig sowie vollmundig und ausgewogen im Trunk","
                        BITBURGER Radler Naturtrüb 0,5 l
                    ","
				€ 0,79
			"
"Je 0,75-l-Flasche","
                        Primitivo Puglia IGT 0,75 l
                    ","
				€ 2,49
			"
"Je 0,75-l-FlascheDer Wein überzeugt mit der dichten roten Farbe im GlasVom mehrfach prämierten Winzer Luigi Sgarzy vinifiziertMUNDUS vini: SILBER, 2021","
                        2020 Primitivo Susumaniello IGT 0,75 l
                    ","
				€ 5,49
			"
"Je 0,5-l-Dose","
                        SCHULTENBRÄU Helles 0,5 l
                    ","
				€ 0,39
			"
"Je 0,75-l-FlascheIm Süden Frankreichs, zwischen Marseille und Aix en Provence liegt die Appellation Coteaux-d'Aix-en-Provence.Das mediterrane Klima mit seinen milden Wintern bildet die Grundlage für unvergleichliche Roséweine von Weltruf.Weinstil: Roséwein stillTrinktemperatur: 8 – 10 °CGeschmack: trockenAnbaugebiet: Provence","
                        2020 Coteaux D'Aix-En-Provence AOP 0,75 l
                    ","
				€ 4,99
			"
"Je 0,7-l-FlascheAlkoholgehalt: 40 % vol.Ab 18 Jahren","
                        BLACKSTONE Whisky Blend 0,7 l
                    ","
				€ 12,99
			"
"Je 0,5-l-DoseAlkoholfreiBiermischgetränk aus 60% Erfrischungsgetränk mit Grapefruitgeschmack und 40% alkoholfreiem Weizenbier","
                        KARLSBERG Grapefruit Alkoholfrei 0,5 l
                    ","
				€ 0,79
			"
"Je 0,75-l-FlascheFruchtbetont, vollmundig und präsent im MundAus der bekannten Weinbauregion Stellenbosch in SüdafrikaGeschmacksrichtung: TrockenWeinart: RotweinRebsorte: Cabernet SauvignonQualitätsstufe: Qualitätswein","
                        W.O. Stellenbosch Hope Cabernet Sauvignon Stellenbosch 0,75 l
                    ","
				
			"
"Je 0,5-l-FlascheAb 18 JahrenPur genießen oder sanft aufwärmen (max. 50 Grad) und in ein hitzefestes Glas oder eine Tasse gießenMit Sahnehaube und Kakaopulver verfeinernAlternative: Einen Schuss heißen Bombardino in den Espresso geben, Sahnehäubchen, fertigAufbewahrungshinweis für den Konsumenten: Vor Licht, direkter Sonneneinstrahlung, Hitze und Frost schützen","
                        Bombardino Likör 0,5 l
                    ","
				€ 4,99
			"
"Je 500-ml-DoseVersch. Sorten:
	","
                        STRONG FORCE Energy Drink Xtreme Sour 500 ml
                    ","
				€ 0,49
			"
"Je 0,75-l-FlascheMoselAsia-Gerichte, Geflügel, Fisch8 – 10 °C","
                        Wiltinger Scharzberg Riesling 0,75 l
                    ","
				€ 3,99
			"
"Je 0,75-l-Flasche","
                        Dornfelder Rosé QbA 0,75 l
                    ","
				€ 1,99
			"
"Je 0,7-l-Flasche","
                        SILVERSTONE Echter Rum 0,7 l
                    ","
				€ 5,79
			"
Weißburgunder gehört zu den weißen Burgunderrebsorten.Er ist der eleganteste Vertreter der Burgunderfamilie.Dieser Tropfen aus dem sonnenverwöhnten Anbaugebiet Baden überzeugt mit feinen Fruchtaromen.Weinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: trockenAnbaugebiet: Baden,"
                        Weißer Burgunder QbA 0,75l
                    ","
				€ 2,99
			"
Je 1-l-Flasche,"
                        RIO D'ORO Orangensaft 1 l
                    ","
				€ 0,85
			"
Im Eichenfass gereiftHalbtrockener RotweinBekannter Wein aus ItalienWeinstil: RotweinGeschmack: halbtrockenAnbaugebiet: ItalienRebsorte: Cuvée,"
                        Grande Alberone Rosso 0,75l
                    ","
				€ 4,99
			"
"Je 0,75-l-FlascheMit seiner menschenleeren Natur, fantastischen Landschaften und unverbrauchten Böden verfügt Neuseeland über idealeDie kühlen Temperaturen des berühmten Anbaugebietes Marlborough lassen die komplexe Fruchtaromatik der anspruchsvollen Sauvignon Blanc Traube in vollem Umfang entfaltenWeinstil: Weißwein stillTrinktemperatur: 9 – 11 °CGeschmack: trockenAnbaugebiet: Marlborough","
                        KIWI TRAIL Sauvignon Blanc Neuseeland 0,75 l
                    ","
				€ 4,49
			"
Je 1-l-Packung,"
                        Mucci Premium Eisschale Vanille 1 l
                    ","
				€ 1,79
			"
"Je 220-g-PackungVersch. Sorten:
	","
                        HOFBURGER Käse-Snack 220 g
                    ","
				€ 1,99
			"
Je 220-g-Packung,"
                        ONE WORLD Bio-Fairtrade Trinkschokolade 220 g
                    ","
				€ 2,49
			"
Je 100-g-Packung,"
                        ALMARE Lachsforelle 100 g
                    ","
				€ 1,99
			"
Je 250-g-Packung,"
                        Hofburger Emmentaler 250 g
                    ","
				€ 1,89
			"
Je 500-g-Becher,"
                        MILSANI Skyr 500 g
                    ","
				
			"
"Je 500-g-BecherMit 1,5% Fett","
                        MILSANI Joghurt Mild 500 g
                    ","
				
			"
"Je 0,5-l-PackungTrinkhalm aus Papier","
                        MILSANI H-Schoko Drink 0,5 l
                    ","
				€ 0,55
			"
"Je 6er-PackungVersch. Sorten:
	","
                        Mucci Waffelhörnchen 6 x 120ml
                    ","
				€ 1,39
			"
Je 125-g-Packung,"
                        REMAGEN Opa Jupps Pfännchen-Frikadelle 125 g
                    ","
				€ 1,09
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        EINFACH REGIONAL Bayerischer Limburger 200 g
                    ","
				€ 1,59
			"
Je 360-g-Packung,"
                        SNACKTIME Sushi Mahlzeit 360 g
                    ","
				€ 5,79
			"
Je 750-g-Packung,"
                        LANDFREUDE Kochfertiger Kloßteig 750 g
                    ","
				€ 0,99
			"
Je 250-g-Packung,"
                        MILSANI Speisequark 20 % 250 g
                    ","
				
			"
,"
                        ROI DE TREFLE Französischer Schnittkäse 180g
                    ","
				€ 2,29
			"
"2,5-l-Packung","
                        Mucci Selection Eisschale 2,5 l
                    ","
				€ 2,49
			"
Je 1-l-PackungVersch. Sorten,"
                        Mucci Premium Eisschale 1 l
                    ","
				€ 1,79
			"
Je 250-g-Packung,"
                        MILSANI Speisequark 40 % 250 g
                    ","
				€ 0,55
			"
"Je 250-ml-FlaschePremium-DirektsaftRIO D‘ORO®: Viel Frucht in großer Auswahl. Köstliche Klassiker, heimische Landfrüchte und Exotisches aus fernen Ländern: Mit RIO D‘ORO® kommt saftige Abwechslung in den AlltagVersch. Sorten:
	","
                        RIO D’ORO Smoothie 250 ml
                    ","
				€ 0,89
			"
"Je 150-ml-FlascheRIO D‘ORO®: Viel Frucht in großer Auswahl. Köstliche Klassiker, heimische Landfrüchte und Exotisches aus fernen Ländern: Mit RIO D‘ORO® kommt saftige Abwechslung in den Alltag","
                        RIO D’ORO® Bio-Shot 150 ml
                    ","
				€ 0,99
			"
Je 1-kg-Packung,"
                        LA FINESSE Wellenschnittpommes 1 kg
                    ","
				€ 1,19
			"
Je 750-g-PackungKlimaneutral,"
                        LA FINESSE Kartoffel-Wedges 750 g
                    ","
				€ 1,19
			"
Je 1-kg-Packung,"
                        LA FINESSE Pommes frites 1 kg
                    ","
				€ 0,99
			"
Je 330-g-Packung,"
                        SNACKTIME Sushi Mahlzeit 330 g
                    ","
				€ 5,79
			"
Je 2 x 390 g  = 780-g-PackungNUTRI-SCORE: B,"
                        PIZZ’AH Pizzeria Pizza Spinaci 780 g
                    ","
				€ 2,49
			"
"Je 4 x 100 g = 400-g-PackungVersch. Sorten:
	","
                        MILSANI Pudding trifft Sahne 400 g
                    ","
				€ 0,99
			"
Je 300-g-PackungSahnig-Cremig,"
                        Hofburger Frischkäse 300 g
                    ","
				€ 0,89
			"
Je 350-g-PackungQualität aus Deutschland,"
                        FAIR & GUT Hähnchen-Ministeak 350 g
                    ","
				€ 3,99
			"
"Je 300-g-PackungVersch. Sorten:
	","
                        MEIN VEGGIE TAG The Wonder Vegane Vielfalt 300 g
                    ","
				€ 1,99
			"
"Je 8er-PackungVersch. Sorten:
	","
                        MUCCI Eis Sandwich 8 x 90 ml
                    ","
				€ 1,39
			"
"Feines BouquetAusgewogener, harmonischer GeschmackDer Klassiker unter den Rotkäppchen SektenAus der bekannten Rotkäppchen Kelterei mit großer Tradition (seit 1856)Ideal geeignet auch für Mix-GetränkeEin besonderer Genuss mit Holunder- oder Hibiskusblüten0,75-l-Flasche","
                        Rotkäppchen Sekt Halbtrocken 0,75l
                    ","
				€ 3,99
			"
Die malerische Provence ist der größte Produzent von hochwertigen Roséweinen in Frankreich.Auf kargen Böden entstehen bei hoher Lufttrockenheit die weltweit bekannten Roséweine mit ihrem unverwechselbar zarten Farbton.Weinstil: Roséwein stillTrinktemperatur: 8 – 10 °CGeschmack: trockenAnbaugebiet: ProvenceHerkunft: Frankreich,"
                        Côtes de Provence AOP 0,75l
                    ","
				€ 4,99
			"
Je 100-g-Packung,"
                        UNSER BAYERN Schweinebraten/Krustenschinken 100 g
                    ","
				€ 1,19
			"
"Je 200-g-PackungVersch. Sorten:
	","
                        HOFBURGER Kasländer 200 g
                    ","
				€ 1,79
			"
"Je 150-g-BecherVerschiedene Sorten:
	","
                        MILSANI Alpighurt 150 g
                    ","
				€ 0,25
			"
"Je 0,5-l-DoseBier + Cola + X","
                        Karlsberg Mixery 0,5 l
                    ","
				€ 0,89
			"
"200-g-BecherVersch. Sorten:
	","
                        MILSANI Premium-Joghurt 200 g
                    ","
				€ 0,34
			"
"Je 250-g-PackungVersch. Sorten:
	","
                        HOFBURGER Schmelzscheiben 250 g
                    ","
				€ 1,19
			"
"Je 200-g-BecherVerschiedene Sorten:
	Cremig und aromatischIdeal als Brotaufstrich sowie zur Verfeinerung von Suppen, Saucen, Pasta und AufläufenUngekühlt, praktisch auch für Picknick, Camping oder Reise","
                        Hofburger Schmelzkäsezubereitung 200 g
                    ","
				€ 0,99
			"
,"
                        Jever Fun 0,5l
                    ","
				€ 0,79
			"
Je 240-g-PackungZum Braten oder für den Grill,"
                        GUT BIO Grobe Bio-Bratwurst 240 g
                    ","
				€ 2,79
			"
Je 200-g-Packung,"
                        HOFBURGER Körniger Frischkäse 200 g
                    ","
				€ 0,69
			"
"Je 0,75-l-Flasche89 Punkte im falstaff Tasting 2021","
                        LAURENT DUBLANC 2021 Côtes du Rhône blanc AOP 0,75 l
                    ","
				€ 3,99
			"
"Je 0,75-l-Flasche87 Punkte im falstaff Tasting 2021","
                        TAUSENDFARBEN 2021 Rosé Cuvée QbA 0,75 l
                    ","
				€ 4,49
			"
"Je 0,75-l-FlascheHerkunft: RheinhessenGeschmacks: Trocken","
                        Günther Jauch Weißburgunder Chardonnay QbA 2020 0,75 l
                    ","
				€ 4,99
			"
"Je 0,75-l-FlascheRebsorte: CuvéeGeschmacksrichtung: FruchtigHerkunft: Bardolino, Italien","
                        2020 COMIS Bardolino Chiaretto 0,75 l
                    ","
				€ 4,99
			"
"Je 0,75-l-FlascheHerkunft: ItalienGeschmack: TrockenMit fruchtigen Aromen von Erdbeeren","
                        Fantini Calalenta Rosé 0,75 l
                    ","
				€ 6,99
			"
"Je 0,75-l-FlascheHerkunft: RheinhessenGeschmack: Trocken","
                        Kitzer 3 Brüder Silvaner Sauvigon Blanc QbA 2020 0,75 l
                    ","
				€ 4,79
			"
Je 500-ml-Dose,"
                        Gude Bier 500 ml
                    ","
				€ 0,89
			"
"Je 0,75-l-Flasche","
                        MARQUIS DE BEAUCEL Crémant d’Alsace AC 0,75 l
                    ","
				€ 6,99
			"
"Je 0,75-l-FlascheRebsorte: Sauvignon BlancGeschmacksrichtung: TrockenHerkunft: Loire, FrankreichTrinktemperatur: 8 - 10 Grad88 Falstaff Punkte, Jahrgang 2020, Tasting 202187+ Falstaff Punkte, Jahrgang 2021, Tasting 2021","
                        2020/2021 OHH! Poitou Sauvignon Blanc AOP 0,75 l
                    ","
				€ 5,49
			"
Je 400-g-PackungOriginal nach italienischer ArtVorgebacken im HolzofenSchnelle und einfache Zubereitung im Backofen,"
                        PIZZA'AH Holzofen Pizza Fantasia 400 g
                    ","
				€ 2,19
			"
"Je 1,5-Liter","
                        Volvic Naturelle 1,5 l
                    ","
				€ 0,89
			"
"Je 0,75-l-FlascheRebsorte: Grüner VeltlinerGeschmacksrichtung: TrockenHerkunft: Niederösterreich, ÖsterreichQualitätswein aus NiederösterreichGrüner Veltliner mit einem intensiven Fruchtspiel, eleganter Mineralität und saftiger TexturAus dem Traditionshaus Baumgartner","
                        2020 Grüner Veltliner Reserve 0,75 l
                    ","
				€ 3,99
			"
Je 375-g-PackungOriginal nach italienischer ArtVorgebacken im HolzofenSchnelle und einfache Zubereitung im Backofen,"
                        PIZZA'AH Holzofen Pizza Milanese 375 g
                    ","
				€ 2,19
			"
Je 400-g-Packung Mindestens 8 Wochen in Frankreich gereift,"
                        ROI DE TREFLE Raclette Käse 400 g
                    ","
				€ 2,49
			"
"Je 1-l-PackungVersch. Sorten:
	","
                        Mucci Premium Eisschale 1 l
                    ","
				€ 1,79
			"
Je 4 x 100-g-Becher = 400-g-Packung,"
                        MILSANI Topi-Dessert 400 g
                    ","
				€ 0,89
			"
Je 450-g-Packung,"
                        GOLDEN SEAFOOD White Tiger Garnelen gekocht 450 g
                    ","
				€ 9,99
			"
"Je 375-g-PackungBelegt mit Gegrillter Paprika, Blumenkohl und schnittfestem MozzarellaArtikel nur in ausgewählten Filialen erhältlich","
                        Pizz’Ah Veggi Base Pizza Blumenkohl-Kurkuma 375 g
                    ","
				€ 2,49
			"
Je 150-g-BeutelFür vielseitige RezeptideenIdeal zum Verstreuen über frischer PastaWiederverschließbar,"
                        CUCINA Grana Padano Italienischer Hartkäse gerieben 150 g
                    ","
				€ 1,99
			"
"Versch. Gewichte, z. B. 220 gVersch. Sorten:
	","
                        Meine Käsetheke Schweizer Käseselektion am Stück 220 g
                    ","
				€ 18,99
			"
"Je 160-g-PackungVersch. Sorten
	","
                        Meine Käsetheke Alpen Käse-Spezialität 160 g
                    ","
				€ 3,29
			"
"Je 400-g-PackungJe 4 x 100 gVersch. Sorten:
	","
                        MILSANI Frucht-Junior 400 g
                    ","
				€ 0,79
			"
Je 350-g-Packung,"
                        EINFACH REGIONAL Bayrischer Alpenweichkäse 350 g
                    ","
				€ 2,79
			"
"Je 200-g-PackungVersch. Sorten: 
	","
                        SNACK TIME Sushi-Box 200 g
                    ","
				€ 2,49
			"
Je 200-g-Packung,"
                        Meine Käsetheke Alpen Käse-Spezialität 200 g
                    ","
				€ 3,29
			"
Verschiedene Sorten:In zarten ScheibenLaktosefrei durch natürliche ReifungWiederverschließbare Oberfolie150-g-Packung,"
                        Meine Käsetheke Schweizer Käse 150 g
                    ","
				€ 2,79
			"
,"
                        Mönchshof Hell 0,5l
                    ","
				€ 0,89
			"
"Aromatisch und fruchtbetontWeinstil: Weißwein stillTrinktemperatur: 16 – 18 °CAnbaugebiet: ElsassRebsorte: GewürztraminerDer Wein passt gut zu folgenden Speisen:
	0,75-l-Flasche","
                        Exquisite Collection Gewürztraminer Vin d'Alsace AOP 0,75l
                    ","
				€ 4,99
			"
"Je 125-g-BeutelOriginal aus ItalienHervorragend zu Salaten, Suppen, Schinkenplatten oder auch warmen GerichtenMit Wiederverschluss","
                        CUCINA Parmigiano Reggiano 125 g
                    ","
				€ 1,99
			"
Je 175-g-PackungAus irischer Weidemilch,"
                        Meine Käsetheke Irischer Cheddar 175 g
                    ","
				€ 1,79
			"
"Verschiedene Sorten:
	Aus magerem SchweinefleischEinzeln entnehmbarVorgebraten und schnell servierfertigFür Pfanne, Fritteuse und BackofenTiefgekühlt400-g-Packung","
                        Jack's Farm Mini Knusper Schnitzel 400 g
                    ","
				€ 2,89
			"
